X Y Z
48.887173 44.638366 0
48.8425102 44.6872308 0
48.7977986 44.736051 0
48.7530381 44.7848264 0
48.7082289 44.833557 0
48.663371 44.8822428 0
48.6184644 44.9308838 0
48.5735093 44.9794798 0
48.5285055 45.0280308 0
48.4834532 45.0765368 0
48.4383524 45.1249977 0
48.3932032 45.1734134 0
48.3480056 45.221784 0
48.3027597 45.2701094 0
48.2574654 45.3183896 0
48.2121229 45.3666243 0
48.1667322 45.4148138 0
48.1212933 45.4629578 0
48.0758063 45.5110564 0
48.0302712 45.5591094 0
47.9846881 45.6071169 0
47.939057 45.6550788 0
47.8933779 45.702995 0
47.847651 45.7508655 0
47.8018762 45.7986903 0
47.7560536 45.8464692 0
47.7101833 45.8942024 0
47.6642653 45.9418896 0
47.6182995 45.9895309 0
47.5722862 46.0371262 0
47.5262253 46.0846754 0
47.4801169 46.1321786 0
47.433961 46.1796356 0
47.3877576 46.2270465 0
47.3415069 46.2744111 0
47.2952088 46.3217295 0
47.2488634 46.3690015 0
47.2024708 46.4162272 0
47.156031 46.4634065 0
47.109544 46.5105393 0
47.0630099 46.5576255 0
47.0164288 46.6046653 0
46.9698006 46.6516584 0
46.9231255 46.6986049 0
46.8764034 46.7455046 0
46.8296345 46.7923576 0
46.7828187 46.8391639 0
46.7359562 46.8859233 0
46.6890469 46.9326358 0
46.6420909 46.9793013 0
46.5950883 47.0259199 0
46.5480391 47.0724915 0
46.5009433 47.119016 0
46.4538011 47.1654934 0
46.4066124 47.2119236 0
46.3593773 47.2583066 0
46.3120958 47.3046423 0
46.264768 47.3509308 0
46.2173939 47.3971718 0
46.1699737 47.4433655 0
46.1225072 47.4895118 0
46.0749946 47.5356105 0
46.027436 47.5816618 0
45.9798313 47.6276654 0
45.9321807 47.6736214 0
45.8844841 47.7195297 0
45.8367417 47.7653904 0
45.7889534 47.8112032 0
45.7411193 47.8569682 0
45.6932394 47.9026854 0
45.6453139 47.9483547 0
45.5973427 47.993976 0
45.549326 48.0395494 0
45.5012637 48.0850747 0
45.4531558 48.1305519 0
45.4050026 48.175981 0
45.3568039 48.2213619 0
45.3085599 48.2666946 0
45.2602705 48.311979 0
45.2119359 48.3572151 0
45.1635561 48.4024028 0
45.1151311 48.4475422 0
45.066661 48.4926331 0
45.0181459 48.5376755 0
44.9695857 48.5826694 0
44.9209806 48.6276147 0
44.8723305 48.6725113 0
44.8236355 48.7173593 0
44.7748958 48.7621586 0
44.7261112 48.8069091 0
44.677282 48.8516108 0
44.628408 48.8962636 0
44.5794895 48.9408676 0
44.5305263 48.9854226 0
44.4815186 49.0299286 0
44.4324665 49.0743856 0
44.3833699 49.1187935 0
44.3342289 49.1631523 0
44.2850436 49.207462 0
44.235814 49.2517224 0
44.1865402 49.2959336 0
44.1372222 49.3400955 0
44.08786 49.384208 0
44.0384538 49.4282712 0
43.9890035 49.4722849 0
43.9395092 49.5162492 0
43.889971 49.5601639 0
43.8403889 49.6040291 0
43.7907629 49.6478447 0
43.7410932 49.6916106 0
43.6913797 49.7353268 0
43.6416226 49.7789934 0
43.5918218 49.8226101 0
43.5419774 49.866177 0
43.4920894 49.909694 0
43.442158 49.9531611 0
43.3921831 49.9965783 0
43.3421649 50.0399455 0
43.2921033 50.0832626 0
43.2419984 50.1265297 0
43.1918502 50.1697466 0
43.1416589 50.2129134 0
43.0914244 50.2560299 0
43.0411468 50.2990962 0
42.9908262 50.3421122 0
42.9404626 50.3850778 0
42.8900561 50.4279931 0
42.8396067 50.4708579 0
42.7891144 50.5136723 0
42.7385793 50.5564362 0
42.6880015 50.5991495 0
42.637381 50.6418121 0
42.5867179 50.6844242 0
42.5360122 50.7269856 0
42.485264 50.7694962 0
42.4344732 50.8119561 0
42.3836401 50.8543651 0
42.3327645 50.8967234 0
42.2818466 50.9390307 0
42.2308865 50.981287 0
42.1798841 51.0234924 0
42.1288395 51.0656468 0
42.0777528 51.1077501 0
42.026624 51.1498023 0
41.9754532 51.1918033 0
41.9242404 51.2337532 0
41.8729857 51.2756518 0
41.8216892 51.3174991 0
41.7703508 51.3592951 0
41.7189706 51.4010398 0
41.6675487 51.4427331 0
41.6160851 51.4843749 0
41.56458 51.5259652 0
41.5130332 51.567504 0
41.461445 51.6089913 0
41.4098153 51.6504269 0
41.3581441 51.6918109 0
41.3064317 51.7331432 0
41.2546779 51.7744238 0
41.2028828 51.8156525 0
41.1510466 51.8568295 0
41.0991692 51.8979546 0
41.0472507 51.9390278 0
40.9952911 51.9800491 0
40.9432906 52.0210184 0
40.8912491 52.0619357 0
40.8391667 52.1028009 0
40.7870435 52.143614 0
40.7348795 52.184375 0
40.6826748 52.2250837 0
40.6304294 52.2657403 0
40.5781433 52.3063446 0
40.5258167 52.3468966 0
40.4734496 52.3873962 0
40.4210419 52.4278435 0
40.3685939 52.4682383 0
40.3161055 52.5085806 0
40.2635768 52.5488705 0
40.2110078 52.5891078 0
40.1583986 52.6292925 0
40.1057492 52.6694245 0
40.0530597 52.709504 0
40.0003302 52.7495307 0
39.9475607 52.7895046 0
39.8947512 52.8294258 0
39.8419018 52.8692941 0
39.7890126 52.9091096 0
39.7360836 52.9488721 0
39.6831149 52.9885817 0
39.6301065 53.0282383 0
39.5770585 53.0678419 0
39.5239708 53.1073924 0
39.4708437 53.1468898 0
39.4176771 53.1863341 0
39.364471 53.2257252 0
39.3112256 53.265063 0
39.2579409 53.3043476 0
39.204617 53.3435789 0
39.1512538 53.3827568 0
39.0978515 53.4218814 0
39.04441 53.4609525 0
38.9909296 53.4999702 0
38.9374101 53.5389344 0
38.8838517 53.577845 0
38.8302544 53.6167021 0
38.7766183 53.6555055 0
38.7229435 53.6942553 0
38.6692298 53.7329514 0
38.6154776 53.7715937 0
38.5616867 53.8101823 0
38.5078572 53.8487171 0
38.4539893 53.887198 0
38.4000828 53.9256251 0
38.346138 53.9639982 0
38.2921549 54.0023173 0
38.2381334 54.0405825 0
38.1840737 54.0787936 0
38.1299758 54.1169506 0
38.0758398 54.1550535 0
38.0216658 54.1931023 0
37.9674537 54.2310968 0
37.9132036 54.2690372 0
37.8589156 54.3069232 0
37.8045898 54.344755 0
37.7502261 54.3825324 0
37.6958247 54.4202554 0
37.6413856 54.457924 0
37.5869089 54.4955382 0
37.5323946 54.5330978 0
37.4778427 54.570603 0
37.4232534 54.6080535 0
37.3686266 54.6454495 0
37.3139625 54.6827908 0
37.259261 54.7200774 0
37.2045223 54.7573093 0
37.1497464 54.7944864 0
37.0949334 54.8316087 0
37.0400832 54.8686763 0
36.9851961 54.9056889 0
36.9302719 54.9426466 0
36.8753108 54.9795494 0
36.8203128 55.0163972 0
36.765278 55.05319 0
36.7102064 55.0899278 0
36.6550982 55.1266104 0
36.5999532 55.163238 0
36.5447717 55.1998103 0
36.4895536 55.2363275 0
36.4342991 55.2727894 0
36.3790081 55.3091961 0
36.3236807 55.3455474 0
36.268317 55.3818434 0
36.212917 55.4180841 0
36.1574809 55.4542693 0
36.1020085 55.490399 0
36.0465001 55.5264733 0
35.9909556 55.562492 0
35.9353751 55.5984552 0
35.8797587 55.6343627 0
35.8241064 55.6702147 0
35.7684183 55.7060109 0
35.7126944 55.7417515 0
35.6569348 55.7774363 0
35.6011395 55.8130654 0
35.5453087 55.8486386 0
35.4894423 55.884156 0
35.4335404 55.9196174 0
35.3776031 55.955023 0
35.3216304 55.9903726 0
35.2656223 56.0256663 0
35.2095791 56.0609039 0
