X Y Z
-88.6643847 -40.8144757 3.53341168
-88.6235259 -40.9031197 3.5344006
-88.5825785 -40.9917227 3.53538952
-88.5415425 -41.0802848 3.53637844
-88.500418 -41.1688058 3.53736736
-88.4592049 -41.2572856 3.53835628
-88.4179034 -41.3457242 3.5393452
-88.3765135 -41.4341214 3.54033412
-88.3350352 -41.5224772 3.54132304
-88.2934685 -41.6107914 3.54231196
-88.2518136 -41.6990641 3.54330088
-88.2100704 -41.787295 3.5442898
-88.168239 -41.8754842 3.54527872
-88.1263195 -41.9636315 3.54626764
-88.0843118 -42.0517368 3.54725656
-88.042216 -42.1398001 3.54824548
-88.0000322 -42.2278212 3.5492344
-87.9577604 -42.3158001 3.55022332
-87.9154006 -42.4037367 3.55121224
-87.8729529 -42.4916309 3.55220116
-87.8304174 -42.5794826 3.55319008
-87.787794 -42.6672917 3.554179
-87.7450828 -42.7550581 3.55516792
-87.7022839 -42.8427818 3.55615684
-87.6593972 -42.9304627 3.55714576
-87.616423 -43.0181006 3.55813468
-87.5733611 -43.1056955 3.5591236
-87.5302116 -43.1932473 3.56011252
-87.4869746 -43.2807559 3.56110144
-87.4436501 -43.3682212 3.56209036
-87.4002382 -43.4556432 3.56307928
-87.3567388 -43.5430217 3.56406821
-87.3131521 -43.6303566 3.56505713
-87.2694781 -43.7176479 3.56604605
-87.2257168 -43.8048955 3.56703497
-87.1818683 -43.8920993 3.56802389
-87.1379327 -43.9792592 3.56901281
-87.0939098 -44.0663752 3.57000173
-87.0497999 -44.153447 3.57099065
-87.005603 -44.2404747 3.57197957
-86.961319 -44.3274582 3.57296849
-86.9169481 -44.4143973 3.57395741
-86.8724902 -44.5012921 3.57494633
-86.8279455 -44.5881423 3.57593525
-86.7833139 -44.6749479 3.57692417
-86.7385956 -44.7617089 3.57791309
-86.6937905 -44.8484251 3.57890201
-86.6488988 -44.9350965 3.57989093
-86.6039204 -45.0217229 3.58087985
-86.5588553 -45.1083043 3.58186877
-86.5137038 -45.1948405 3.58285769
-86.4684657 -45.2813316 3.58384661
-86.4231411 -45.3677775 3.58483553
-86.3777301 -45.4541779 3.58582445
-86.3322328 -45.5405329 3.58681337
-86.2866491 -45.6268423 3.58780229
-86.2409791 -45.7131062 3.58879121
-86.1952229 -45.7993243 3.58978013
-86.1493805 -45.8854966 3.59076905
-86.1034519 -45.971623 3.59175797
-86.0574372 -46.0577034 3.59274689
-86.0113365 -46.1437378 3.59373581
-85.9651498 -46.2297261 3.59472473
-85.9188771 -46.3156681 3.59571365
-85.8725185 -46.4015638 3.59670257
-85.826074 -46.4874131 3.59769149
-85.7795436 -46.5732159 3.59868041
-85.7329276 -46.6589722 3.59966933
-85.6862257 -46.7446818 3.60065825
-85.6394382 -46.8303446 3.60164717
-85.592565 -46.9159606 3.60263609
-85.5456063 -47.0015297 3.60362501
-85.498562 -47.0870518 3.60461393
-85.4514322 -47.1725268 3.60560285
-85.404217 -47.2579546 3.60659177
-85.3569163 -47.3433352 3.60758069
-85.3095303 -47.4286684 3.60856961
-85.262059 -47.5139542 3.60955853
-85.2145024 -47.5991925 3.61054745
-85.1668606 -47.6843832 3.61153637
-85.1191337 -47.7695262 3.61252529
-85.0713216 -47.8546214 3.61351421
-85.0234244 -47.9396688 3.61450313
-84.9754423 -48.0246683 3.61549205
-84.9273751 -48.1096197 3.61648097
-84.879223 -48.194523 3.61746989
-84.8309861 -48.2793781 3.61845881
-84.7826643 -48.3641849 3.61944773
-84.7342577 -48.4489434 3.62043665
-84.6857664 -48.5336534 3.62142557
-84.6371904 -48.6183149 3.62241449
-84.5885298 -48.7029278 3.62340341
-84.5397846 -48.7874919 3.62439233
-84.4909549 -48.8720073 3.62538125
-84.4420406 -48.9564738 3.62637017
-84.3930419 -49.0408914 3.62735909
-84.3439588 -49.1252599 3.62834801
-84.2947914 -49.2095793 3.62933693
-84.2455397 -49.2938494 3.63032585
-84.1962037 -49.3780703 3.63131477
-84.1467836 -49.4622418 3.6323037
-84.0972793 -49.5463639 3.63329262
-84.0476909 -49.6304363 3.63428154
-83.9980184 -49.7144592 3.63527046
-83.948262 -49.7984324 3.63625938
-83.8984216 -49.8823557 3.6372483
-83.8484973 -49.9662292 3.63823722
-83.7984891 -50.0500527 3.63922614
-83.7483972 -50.1338261 3.64021506
-83.6982215 -50.2175494 3.64120398
-83.6479621 -50.3012225 3.6421929
-83.5976191 -50.3848453 3.64318182
-83.5471924 -50.4684177 3.64417074
-83.4966822 -50.5519397 3.64515966
-83.4460886 -50.6354111 3.64614858
-83.3954114 -50.7188318 3.6471375
-83.3446509 -50.8022019 3.64812642
-83.293807 -50.8855211 3.64911534
-83.2428799 -50.9687895 3.65010426
-83.1918695 -51.0520068 3.65109318
-83.1407759 -51.1351732 3.6520821
-83.0895992 -51.2182884 3.65307102
-83.0383393 -51.3013523 3.65405994
-82.9869965 -51.384365 3.65504886
-82.9355706 -51.4673263 3.65603778
-82.8840618 -51.5502361 3.6570267
-82.8324702 -51.6330944 3.65801562
-82.7807957 -51.715901 3.65900454
-82.7290384 -51.798656 3.65999346
-82.6771984 -51.8813591 3.66098238
-82.6252757 -51.9640103 3.6619713
-82.5732704 -52.0466096 3.66296022
-82.5211825 -52.1291568 3.66394914
-82.4690121 -52.211652 3.66493806
-82.4167592 -52.2940948 3.66592698
-82.3644239 -52.3764854 3.6669159
-82.3120062 -52.4588237 3.66790482
-82.2595063 -52.5411094 3.66889374
-82.206924 -52.6233427 3.66988266
-82.1542596 -52.7055232 3.67087158
-82.101513 -52.7876511 3.6718605
-82.0486843 -52.8697262 3.67284942
-81.9957736 -52.9517485 3.67383834
-81.9427808 -53.0337178 3.67482726
-81.8897062 -53.115634 3.67581618
-81.8365496 -53.1974972 3.6768051
-81.7833112 -53.2793071 3.67779402
-81.729991 -53.3610637 3.67878294
-81.6765891 -53.442767 3.67977186
-81.6231055 -53.5244169 3.68076078
-81.5695403 -53.6060132 3.6817497
-81.5158935 -53.687556 3.68273862
-81.4621652 -53.769045 3.68372754
-81.4083554 -53.8504803 3.68471646
-81.3544642 -53.9318617 3.68570538
-81.3004917 -54.0131892 3.6866943
-81.2464379 -54.0944626 3.68768322
-81.1923028 -54.175682 3.68867214
-81.1380865 -54.2568472 3.68966106
-81.0837891 -54.3379582 3.69064998
-81.0294106 -54.4190148 3.6916389
-80.9749511 -54.5000169 3.69262782
-80.9204106 -54.5809646 3.69361674
-80.8657892 -54.6618577 3.69460566
-80.8110869 -54.7426962 3.69559458
-80.7563038 -54.8234799 3.6965835
-80.70144 -54.9042088 3.69757242
-80.6464954 -54.9848827 3.69856134
-80.5914702 -55.0655017 3.69955026
-80.5363644 -55.1460657 3.70053919
-80.4811781 -55.2265744 3.70152811
-80.4259113 -55.307028 3.70251703
-80.3705641 -55.3874262 3.70350595
-80.3151365 -55.4677691 3.70449487
-80.2596285 -55.5480565 3.70548379
-80.2040404 -55.6282883 3.70647271
-80.148372 -55.7084645 3.70746163
-80.0926234 -55.788585 3.70845055
-80.0367948 -55.8686497 3.70943947
-79.9808862 -55.9486586 3.71042839
-79.9248975 -56.0286115 3.71141731
-79.868829 -56.1085084 3.71240623
-79.8126805 -56.1883491 3.71339515
-79.7564523 -56.2681337 3.71438407
-79.7001443 -56.347862 3.71537299
-79.6437566 -56.427534 3.71636191
-79.5872892 -56.5071495 3.71735083
-79.5307423 -56.5867085 3.71833975
-79.4741158 -56.6662109 3.71932867
-79.4174099 -56.7456567 3.72031759
-79.3606245 -56.8250457 3.72130651
-79.3037598 -56.9043779 3.72229543
-79.2468158 -56.9836532 3.72328435
-79.1897925 -57.0628715 3.72427327
-79.1326901 -57.1420328 3.72526219
-79.0755085 -57.2211369 3.72625111
-79.0182478 -57.3001838 3.72724003
-78.9609081 -57.3791734 3.72822895
-78.9034895 -57.4581056 3.72921787
-78.8459919 -57.5369803 3.73020679
-78.7884156 -57.6157975 3.73119571
-78.7307604 -57.6945571 3.73218463
-78.6730265 -57.773259 3.73317355
-78.6152139 -57.8519032 3.73416247
-78.5573227 -57.9304894 3.73515139
-78.4993529 -58.0090178 3.73614031
-78.4413047 -58.0874881 3.73712923
-78.383178 -58.1659004 3.73811815
-78.3249729 -58.2442544 3.73910707
-78.2666895 -58.3225503 3.74009599
-78.2083278 -58.4007878 3.74108491
-78.1498879 -58.4789669 3.74207383
-78.0913699 -58.5570875 3.74306275
-78.0327738 -58.6351496 3.74405167
-77.9740996 -58.7131531 3.74504059
-77.9153475 -58.7910978 3.74602951
-77.8565174 -58.8689837 3.74701843
-77.7976095 -58.9468108 3.74800735
-77.7386238 -59.0245789 3.74899627
-77.6795604 -59.102288 3.74998519
-77.6204193 -59.179938 3.75097411
-77.5612005 -59.2575288 3.75196303
-77.5019042 -59.3350604 3.75295195
-77.4425304 -59.4125326 3.75394087
-77.3830792 -59.4899454 3.75492979
-77.3235506 -59.5672987 3.75591871
-77.2639446 -59.6445925 3.75690763
-77.2042614 -59.7218266 3.75789655
-77.144501 -59.799001 3.75888547
-77.0846634 -59.8761156 3.75987439
-77.0247488 -59.9531703 3.76086331
-76.9647571 -60.0301651 3.76185223
-76.9046885 -60.1070998 3.76284115
-76.8445429 -60.1839744 3.76383007
-76.7843205 -60.2607888 3.76481899
-76.7240214 -60.337543 3.76580791
-76.6636455 -60.4142369 3.76679683
-76.6031929 -60.4908703 3.76778576
-76.5426637 -60.5674432 3.76877468
-76.482058 -60.6439556 3.7697636
-76.4213758 -60.7204073 3.77075252
-76.3606172 -60.7967983 3.77174144
-76.2997823 -60.8731285 3.77273036
-76.238871 -60.9493979 3.77371928
-76.1778835 -61.0256062 3.7747082
-76.1168198 -61.1017536 3.77569712
-76.05568 -61.1778399 3.77668604
-75.9944641 -61.2538649 3.77767496
-75.9331723 -61.3298288 3.77866388
-75.8718045 -61.4057313 3.7796528
-75.8103609 -61.4815723 3.78064172
-75.7488414 -61.557352 3.78163064
-75.6872462 -61.63307 3.78261956
-75.6255753 -61.7087264 3.78360848
-75.5638287 -61.7843211 3.7845974
-75.5020066 -61.8598541 3.78558632
-75.4401091 -61.9353251 3.78657524
-75.378136 -62.0107342 3.78756416
-75.3160876 -62.0860814 3.78855308
-75.2539639 -62.1613664 3.789542
-75.1917649 -62.2365893 3.79053092
-75.1294907 -62.3117499 3.79151984
-75.0671414 -62.3868482 3.79250876
-75.004717 -62.4618842 3.79349768
-74.9422177 -62.5368576 3.7944866
-74.8796433 -62.6117686 3.79547552
-74.8169941 -62.6866169 3.79646444
-74.7542701 -62.7614025 3.79745336
-74.6914714 -62.8361254 3.79844228
-74.6285979 -62.9107854 3.7994312
-74.5656498 -62.9853826 3.80042012
-74.5026272 -63.0599167 3.80140904
-74.43953 -63.1343878 3.80239796
-74.3763584 -63.2087958 3.80338688
-74.3131124 -63.2831405 3.8043758
-74.2497921 -63.357422 3.80536472
-74.1863976 -63.4316401 3.80635364
-74.1229289 -63.5057947 3.80734256
-74.059386 -63.5798859 3.80833148
-73.9957691 -63.6539135 3.8093204
-73.9320782 -63.7278774 3.81030932
-73.8683134 -63.8017776 3.81129824
-73.8044747 -63.875614 3.81228716
-73.7405622 -63.9493865 3.81327608
-73.6765759 -64.0230951 3.814265
-73.612516 -64.0967397 3.81525392
-73.5483825 -64.1703201 3.81624284
-73.4841754 -64.2438364 3.81723176
-73.4198948 -64.3172884 3.81822068
-73.3555409 -64.3906762 3.8192096
-73.2911135 -64.4639995 3.82019852
-73.2266129 -64.5372584 3.82118744
-73.162039 -64.6104527 3.82217636
-73.097392 -64.6835824 3.82316528
-73.0326719 -64.7566475 3.8241542
-72.9678787 -64.8296477 3.82514312
-72.9030126 -64.9025832 3.82613204
-72.8380736 -64.9754537 3.82712096
-72.7730617 -65.0482593 3.82810988
-72.7079771 -65.1209998 3.8290988
-72.6428197 -65.1936752 3.83008772
-72.5775897 -65.2662855 3.83107664
-72.5122872 -65.3388304 3.83206556
-72.4469121 -65.41131 3.83305448
-72.3814646 -65.4837242 3.8340434
-72.3159447 -65.5560729 3.83503232
-72.2503525 -65.6283561 3.83602125
-72.184688 -65.7005736 3.83701017
-72.1189513 -65.7727254 3.83799909
-72.0531426 -65.8448115 3.83898801
-71.9872617 -65.9168317 3.83997693
-71.9213089 -65.988786 3.84096585
-71.8552842 -66.0606743 3.84195477
-71.7891876 -66.1324965 3.84294369
-71.7230192 -66.2042526 3.84393261
-71.6567791 -66.2759425 3.84492153
-71.5904674 -66.3475662 3.84591045
-71.524084 -66.4191234 3.84689937
-71.4576291 -66.4906143 3.84788829
-71.3911028 -66.5620387 3.84887721
-71.3245051 -66.6333965 3.84986613
-71.257836 -66.7046877 3.85085505
-71.1910957 -66.7759121 3.85184397
-71.1242842 -66.8470698 3.85283289
-71.0574016 -66.9181607 3.85382181
-70.9904479 -66.9891846 3.85481073
-70.9234233 -67.0601416 3.85579965
-70.8563277 -67.1310314 3.85678857
-70.7891612 -67.2018542 3.85777749
-70.721924 -67.2726097 3.85876641
-70.654616 -67.343298 3.85975533
-70.5872374 -67.4139189 3.86074425
-70.5197882 -67.4844725 3.86173317
-70.4522685 -67.5549585 3.86272209
-70.3846783 -67.625377 3.86371101
-70.3170177 -67.6957278 3.86469993
-70.2492869 -67.766011 3.86568885
-70.1814857 -67.8362264 3.86667777
-70.1136144 -67.9063739 3.86766669
-70.045673 -67.9764536 3.86865561
-69.9776616 -68.0464653 3.86964453
-69.9095801 -68.1164089 3.87063345
-69.8414288 -68.1862844 3.87162237
-69.7732076 -68.2560917 3.87261129
-69.7049166 -68.3258308 3.87360021
-69.6365559 -68.3955015 3.87458913
-69.5681256 -68.4651039 3.87557805
-69.4996257 -68.5346378 3.87656697
-69.4310564 -68.6041031 3.87755589
-69.3624176 -68.6734998 3.87854481
-69.2937094 -68.7428279 3.87953373
-69.2249319 -68.8120872 3.88052265
-69.1560852 -68.8812778 3.88151157
-69.0871694 -68.9503994 3.88250049
-69.0181845 -69.0194521 3.88348941
-68.9491305 -69.0884357 3.88447833
-68.8800076 -69.1573503 3.88546725
-68.8108158 -69.2261957 3.88645617
-68.7415553 -69.2949719 3.88744509
-68.6722259 -69.3636788 3.88843401
-68.6028279 -69.4323163 3.88942293
-68.5333613 -69.5008844 3.89041185
-68.4638262 -69.569383 3.89140077
-68.3942226 -69.6378121 3.89238969
-68.3245506 -69.7061715 3.89337861
-68.2548102 -69.7744612 3.89436753
-68.1850017 -69.8426811 3.89535645
-68.1151249 -69.9108311 3.89634537
-68.04518 -69.9789113 3.89733429
-67.9751671 -70.0469215 3.89832321
-67.9050862 -70.1148616 3.89931213
-67.8349374 -70.1827316 3.90030105
-67.7647208 -70.2505315 3.90128997
-67.6944364 -70.318261 3.90227889
-67.6240843 -70.3859203 3.90326782
-67.5536646 -70.4535092 3.90425674
-67.4831773 -70.5210276 3.90524566
-67.4126225 -70.5884755 3.90623458
-67.3420004 -70.6558528 3.9072235
-67.2713108 -70.7231595 3.90821242
-67.2005541 -70.7903954 3.90920134
-67.1297301 -70.8575606 3.91019026
-67.058839 -70.9246549 3.91117918
-66.9878808 -70.9916782 3.9121681
-66.9168556 -71.0586306 3.91315702
-66.8457635 -71.1255119 3.91414594
-66.7746046 -71.1923221 3.91513486
-66.7033789 -71.2590611 3.91612378
-66.6320865 -71.3257289 3.9171127
-66.5607275 -71.3923253 3.91810162
-66.4893019 -71.4588503 3.91909054
-66.4178098 -71.5253038 3.92007946
-66.3462513 -71.5916859 3.92106838
-66.2746265 -71.6579963 3.9220573
-66.2029353 -71.7242351 3.92304622
-66.131178 -71.7904022 3.92403514
-66.0593546 -71.8564974 3.92502406
-65.9874651 -71.9225209 3.92601298
-65.9155095 -71.9884724 3.9270019
-65.8434881 -72.0543519 3.92799082
-65.7714009 -72.1201593 3.92897974
-65.6992478 -72.1858946 3.92996866
-65.6270291 -72.2515578 3.93095758
-65.5547447 -72.3171487 3.9319465
-65.4823948 -72.3826672 3.93293542
-65.4099794 -72.4481134 3.93392434
-65.3374986 -72.5134872 3.93491326
-65.2649525 -72.5787884 3.93590218
-65.1923411 -72.6440171 3.9368911
-65.1196645 -72.7091731 3.93788002
-65.0469228 -72.7742564 3.93886894
-64.974116 -72.8392669 3.93985786
-64.9012442 -72.9042046 3.94084678
-64.8283076 -72.9690694 3.9418357
-64.7553061 -73.0338612 3.94282462
-64.6822399 -73.09858 3.94381354
-64.609109 -73.1632256 3.94480246
-64.5359135 -73.2277982 3.94579138
-64.4626534 -73.2922974 3.9467803
-64.3893289 -73.3567234 3.94776922
-64.31594 -73.4210761 3.94875814
-64.2424868 -73.4853553 3.94974706
-64.1689693 -73.549561 3.95073598
-64.0953877 -73.6136932 3.9517249
-64.021742 -73.6777518 3.95271382
-63.9480322 -73.7417367 3.95370274
-63.8742585 -73.8056478 3.95469166
-63.8004209 -73.8694852 3.95568058
-63.7265196 -73.9332487 3.9566695
-63.6525545 -73.9969382 3.95765842
-63.5785257 -74.0605537 3.95864734
-63.5044334 -74.1240952 3.95963626
-63.4302775 -74.1875626 3.96062518
-63.3560583 -74.2509558 3.9616141
-63.2817757 -74.3142747 3.96260302
-63.2074297 -74.3775193 3.96359194
-63.1330206 -74.4406895 3.96458086
-63.0585484 -74.5037853 3.96556978
-62.9840131 -74.5668066 3.9665587
-62.9094148 -74.6297533 3.96754762
-62.8347536 -74.6926254 3.96853654
-62.7600296 -74.7554228 3.96952546
-62.6852428 -74.8181454 3.97051438
-62.6103933 -74.8807933 3.97150331
-62.5354812 -74.9433662 3.97249223
-62.4605066 -75.0058642 3.97348115
-62.3854695 -75.0682872 3.97447007
-62.3103701 -75.1306351 3.97545899
-62.2352083 -75.1929079 3.97644791
-62.1599843 -75.2551055 3.97743683
-62.0846981 -75.3172279 3.97842575
-62.0093498 -75.3792749 3.97941467
-61.9339396 -75.4412465 3.98040359
-61.8584674 -75.5031428 3.98139251
-61.7829333 -75.5649635 3.98238143
-61.7073375 -75.6267086 3.98337035
-61.6316799 -75.6883781 3.98435927
-61.5559607 -75.7499719 3.98534819
-61.48018 -75.81149 3.98633711
-61.4043378 -75.8729323 3.98732603
-61.3284342 -75.9342987 3.98831495
-61.2524692 -75.9955891 3.98930387
-61.176443 -76.0568036 3.99029279
-61.1003556 -76.117942 3.99128171
-61.0242071 -76.1790043 3.99227063
-60.9479976 -76.2399904 3.99325955
-60.8717272 -76.3009003 3.99424847
-60.7953959 -76.3617338 3.99523739
-60.7190038 -76.422491 3.99622631
-60.6425509 -76.4831718 3.99721523
-60.5660374 -76.5437761 3.99820415
-60.4894634 -76.6043039 3.99919307
-60.4128289 -76.664755 4.00018199
-60.3361339 -76.7251295 4.00117091
-60.2593786 -76.7854273 4.00215983
-60.1825631 -76.8456482 4.00314875
-60.1056873 -76.9057924 4.00413767
-60.0287515 -76.9658596 4.00512659
-59.9517557 -77.0258498 4.00611551
-59.8746998 -77.0857631 4.00710443
-59.7975842 -77.1455992 4.00809335
-59.7204087 -77.2053582 4.00908227
-59.6431735 -77.26504 4.01007119
-59.5658786 -77.3246446 4.01106011
-59.4885242 -77.3841718 4.01204903
-59.4111103 -77.4436216 4.01303795
-59.333637 -77.502994 4.01402687
-59.2561043 -77.5622888 4.01501579
-59.1785124 -77.6215062 4.01600471
-59.1008613 -77.6806458 4.01699363
-59.0231512 -77.7397079 4.01798255
-58.945382 -77.7986921 4.01897147
-58.8675538 -77.8575986 4.01996039
-58.7896668 -77.9164272 4.02094931
-58.711721 -77.9751779 4.02193823
-58.6337165 -78.0338506 4.02292715
-58.5556533 -78.0924453 4.02391607
-58.4775316 -78.1509619 4.02490499
-58.3993514 -78.2094004 4.02589391
-58.3211128 -78.2677606 4.02688283
-58.2428159 -78.3260426 4.02787175
-58.1644608 -78.3842462 4.02886067
-58.0860474 -78.4423715 4.02984959
-58.007576 -78.5004183 4.03083851
-57.9290466 -78.5583866 4.03182743
-57.8504593 -78.6162764 4.03281635
-57.7718141 -78.6740875 4.03380527
-57.6931111 -78.73182 4.03479419
-57.6143505 -78.7894737 4.03578311
-57.5355322 -78.8470487 4.03677203
-57.4566564 -78.9045448 4.03776095
-57.3777232 -78.961962 4.03874987
-57.2987325 -79.0193002 4.0397388
-57.2196846 -79.0765594 4.04072772
-57.1405794 -79.1337395 4.04171664
-57.0614171 -79.1908405 4.04270556
-56.9821978 -79.2478624 4.04369448
-56.9029214 -79.3048049 4.0446834
-56.8235882 -79.3616682 4.04567232
-56.7441981 -79.4184521 4.04666124
-56.6647513 -79.4751566 4.04765016
-56.5852478 -79.5317816 4.04863908
-56.5056878 -79.588327 4.049628
-56.4260712 -79.6447929 4.05061692
-56.3463982 -79.7011792 4.05160584
-56.2666689 -79.7574857 4.05259476
-56.1868833 -79.8137125 4.05358368
-56.1070415 -79.8698594 4.0545726
-56.0271436 -79.9259265 4.05556152
-55.9471897 -79.9819137 4.05655044
-55.8671798 -80.0378209 4.05753936
-55.787114 -80.0936481 4.05852828
-55.7069925 -80.1493951 4.0595172
-55.6268153 -80.205062 4.06050612
-55.5465824 -80.2606487 4.06149504
-55.466294 -80.3161552 4.06248396
-55.3859501 -80.3715813 4.06347288
-55.3055509 -80.426927 4.0644618
-55.2250963 -80.4821924 4.06545072
-55.1445865 -80.5373772 4.06643964
-55.0640216 -80.5924815 4.06742856
-54.9834016 -80.6475052 4.06841748
-54.9027266 -80.7024483 4.0694064
-54.8219967 -80.7573107 4.07039532
-54.741212 -80.8120923 4.07138424
-54.6603725 -80.8667931 4.07237316
-54.5794784 -80.921413 4.07336208
-54.4985297 -80.975952 4.074351
-54.4175266 -81.0304101 4.07533992
-54.336469 -81.0847871 4.07632884
-54.255357 -81.139083 4.07731776
-54.1741908 -81.1932978 4.07830668
-54.0929704 -81.2474313 4.0792956
-54.011696 -81.3014837 4.08028452
-53.9303675 -81.3554547 4.08127344
-53.8489851 -81.4093444 4.08226236
-53.7675488 -81.4631527 4.08325128
-53.6860588 -81.5168795 4.0842402
-53.6045151 -81.5705248 4.08522912
-53.5229178 -81.6240885 4.08621804
-53.441267 -81.6775706 4.08720696
-53.3595627 -81.730971 4.08819588
-53.277805 -81.7842897 4.0891848
-53.1959941 -81.8375266 4.09017372
-53.11413 -81.8906817 4.09116264
-53.0322128 -81.9437548 4.09215156
-52.9502425 -81.9967461 4.09314048
-52.8682193 -82.0496553 4.0941294
-52.7861433 -82.1024825 4.09511832
-52.7040144 -82.1552276 4.09610724
-52.6218328 -82.2078905 4.09709616
-52.5395986 -82.2604712 4.09808508
-52.4573119 -82.3129697 4.099074
-52.3749727 -82.3653858 4.10006292
-52.2925812 -82.4177196 4.10105184
-52.2101373 -82.469971 4.10204076
-52.1276413 -82.5221399 4.10302968
-52.0450931 -82.5742262 4.1040186
-51.9624928 -82.62623 4.10500752
-51.8798406 -82.6781512 4.10599644
-51.7971366 -82.7299897 4.10698537
-51.7143807 -82.7817455 4.10797429
-51.6315731 -82.8334184 4.10896321
-51.5487139 -82.8850086 4.10995213
-51.4658031 -82.9365159 4.11094105
-51.3828409 -82.9879402 4.11192997
-51.2998272 -83.0392815 4.11291889
-51.2167623 -83.0905398 4.11390781
-51.1336462 -83.141715 4.11489673
-51.0504789 -83.1928071 4.11588565
-50.9672606 -83.243816 4.11687457
-50.8839913 -83.2947416 4.11786349
-50.8006712 -83.3455839 4.11885241
-50.7173002 -83.3963429 4.11984133
-50.6338785 -83.4470185 4.12083025
-50.5504062 -83.4976107 4.12181917
-50.4668833 -83.5481193 4.12280809
-50.38331 -83.5985444 4.12379701
-50.2996862 -83.6488859 4.12478593
-50.2160122 -83.6991438 4.12577485
-50.132288 -83.7493179 4.12676377
-50.0485136 -83.7994083 4.12775269
-49.9646892 -83.8494149 4.12874161
-49.8808148 -83.8993377 4.12973053
-49.7968905 -83.9491765 4.13071945
-49.7129165 -83.9989315 4.13170837
-49.6288927 -84.0486024 4.13269729
-49.5448193 -84.0981892 4.13368621
-49.4606964 -84.147692 4.13467513
-49.376524 -84.1971106 4.13566405
-49.2923022 -84.246445 4.13665297
-49.2080311 -84.2956952 4.13764189
-49.1237108 -84.3448611 4.13863081
-49.0393414 -84.3939426 4.13961973
-48.9549229 -84.4429397 4.14060865
-48.8704555 -84.4918524 4.14159757
-48.7859393 -84.5406806 4.14258649
-48.7013742 -84.5894243 4.14357541
-48.6167605 -84.6380834 4.14456433
-48.5320981 -84.6866578 4.14555325
-48.4473872 -84.7351475 4.14654217
-48.3626278 -84.7835525 4.14753109
-48.2778201 -84.8318728 4.14852001
-48.1929641 -84.8801082 4.14950893
-48.1080599 -84.9282587 4.15049785
-48.0231076 -84.9763243 4.15148677
-47.9381073 -85.0243049 4.15247569
-47.853059 -85.0722005 4.15346461
-47.7679629 -85.120011 4.15445353
-47.682819 -85.1677364 4.15544245
-47.5976275 -85.2153766 4.15643137
-47.5123883 -85.2629316 4.15742029
-47.4271016 -85.3104014 4.15840921
-47.3417675 -85.3577858 4.15939813
-47.2563861 -85.4050849 4.16038705
-47.1709574 -85.4522986 4.16137597
-47.0854815 -85.4994268 4.16236489
-46.9999586 -85.5464695 4.16335381
-46.9143886 -85.5934267 4.16434273
-46.8287717 -85.6402983 4.16533165
-46.743108 -85.6870842 4.16632057
-46.6573976 -85.7337845 4.16730949
-46.5716405 -85.780399 4.16829841
-46.4858368 -85.8269277 4.16928733
-46.3999867 -85.8733707 4.17027625
-46.3140901 -85.9197277 4.17126517
-46.2281472 -85.9659988 4.17225409
-46.1421581 -86.012184 4.17324301
-46.0561229 -86.0582831 4.17423193
-45.9700416 -86.1042962 4.17522086
-45.8839143 -86.1502232 4.17620978
-45.7977412 -86.196064 4.1771987
-45.7115222 -86.2418187 4.17818762
-45.6252576 -86.2874871 4.17917654
-45.5389473 -86.3330692 4.18016546
-45.4525915 -86.3785649 4.18115438
-45.3661902 -86.4239743 4.1821433
-45.2797436 -86.4692973 4.18313222
-45.1932516 -86.5145338 4.18412114
-45.1067145 -86.5596838 4.18511006
-45.0201323 -86.6047472 4.18609898
-44.933505 -86.649724 4.1870879
-44.8468329 -86.6946142 4.18807682
-44.7601158 -86.7394177 4.18906574
-44.6733541 -86.7841344 4.19005466
-44.5865476 -86.8287644 4.19104358
-44.4996966 -86.8733075 4.1920325
-44.412801 -86.9177638 4.19302142
-44.3258611 -86.9621331 4.19401034
-44.2388768 -87.0064155 4.19499926
-44.1518483 -87.0506108 4.19598818
-44.0647756 -87.0947191 4.1969771
-43.9776589 -87.1387404 4.19796602
-43.8904981 -87.1826744 4.19895494
-43.8032935 -87.2265213 4.19994386
-43.7160451 -87.270281 4.20093278
-43.628753 -87.3139534 4.2019217
-43.5414172 -87.3575385 4.20291062
-43.454038 -87.4010362 4.20389954
-43.3666152 -87.4444466 4.20488846
-43.2791491 -87.4877695 4.20587738
-43.1916397 -87.5310049 4.2068663
-43.1040871 -87.5741527 4.20785522
-43.0164914 -87.617213 4.20884414
-42.9288527 -87.6601857 4.20983306
-42.8411711 -87.7030707 4.21082198
-42.7534466 -87.745868 4.2118109
-42.6656794 -87.7885776 4.21279982
-42.5778695 -87.8311994 4.21378874
-42.490017 -87.8737333 4.21477766
-42.402122 -87.9161794 4.21576658
-42.3141847 -87.9585375 4.2167555
-42.226205 -88.0008077 4.21774442
-42.1381831 -88.0429899 4.21873334
-42.050119 -88.0850841 4.21972226
-41.9620129 -88.1270902 4.22071118
-41.8738649 -88.1690081 4.2217001
-41.785675 -88.2108379 4.22268902
-41.6974432 -88.2525794 4.22367794
-41.6091698 -88.2942328 4.22466686
-41.5208548 -88.3357978 4.22565578
-41.4324983 -88.3772744 4.2266447
-41.3441003 -88.4186627 4.22763362
-41.255661 -88.4599626 4.22862254
-41.1671804 -88.5011741 4.22961146
-41.0786586 -88.542297 4.23060038
-40.9900958 -88.5833314 4.2315893
